"","Hazard","T1_V1","T1_V2","T1_V3","T1_V4","T1_V5","T1_V6","T1_V9","T1_V10","T1_V11","T1_V13","T1_V14","T1_V16","T1_V17","T2_V1","T2_V2","T2_V3","T2_V4","T2_V5","T2_V6","T2_V7","T2_V9","T2_V10","T2_V11","T2_V12","T2_V13","T2_V14","T2_V15"
"36199",2,5,5,4,"N","K","N","F",2,"M",20,3,"K","N",22,7,"N",9,"A",2,25,5,2,"Y","N","E",2,4
"36207",6,7,17,1,"B","A","N","D",3,"L",20,1,"A","N",83,9,"N",14,"A",2,37,16,4,"Y","N","E",2,7
"36208",1,7,17,2,"B","I","N","E",3,"H",10,1,"R","N",44,7,"N",10,"A",1,31,9,1,"Y","N","E",1,1
"36209",1,5,5,4,"B","A","N","D",8,"B",20,1,"B","Y",99,6,"Y",8,"A",2,22,6,6,"Y","Y","E",2,1
"36218",4,7,23,1,"N","K","Y","E",2,"K",20,1,"R","N",63,14,"Y",7,"A",2,22,1,4,"Y","N","D",2,11
"36220",1,6,19,2,"N","K","N","E",12,"H",5,3,"J","N",72,8,"N",13,"A",2,28,21,2,"Y","N","C",2,9
"36235",2,4,17,2,"N","A","Y","D",7,"B",20,2,"B","N",19,6,"N",12,"A",2,31,20,7,"Y","N","E",2,2
"36241",1,15,6,4,"E","H","N","D",12,"B",5,3,"C","Y",73,14,"N",10,"A",2,25,21,7,"Y","N","E",3,5
"36243",10,19,20,3,"B","I","Y","E",8,"J",10,3,"R","N",35,20,"N",12,"A",1,40,19,7,"Y","N","C",2,4
"36245",1,10,20,3,"N","K","N","E",3,"H",20,1,"K","N",53,10,"N",8,"A",6,31,16,6,"Y","N","E",7,2
"36249",1,7,8,5,"B","I","N","F",2,"H",20,3,"K","N",43,7,"N",9,"A",3,34,11,3,"Y","N","C",5,5
"36252",1,14,19,4,"B","A","Y","D",7,"A",5,1,"I","N",81,11,"N",13,"A",2,31,10,4,"Y","N","D",2,8
"36255",16,4,15,3,"N","H","N","D",8,"B",20,1,"A","N",41,10,"N",16,"A",2,40,11,4,"Y","N","D",2,11
"36265",2,5,19,4,"B","A","N","D",3,"B",20,1,"I","Y",70,8,"N",3,"A",2,40,14,4,"Y","Y","E",2,1
"36269",1,8,10,2,"B","K","N","E",8,"H",10,1,"K","N",91,14,"N",9,"A",2,25,12,4,"Y","N","E",2,4
"36270",5,6,13,4,"B","K","Y","E",7,"N",5,3,"R","N",74,9,"Y",10,"A",1,40,6,4,"Y","N","E",3,5
"36272",11,9,19,3,"N","A","N","D",3,"L",10,1,"E","N",90,10,"N",11,"B",2,22,3,7,"N","N","E",2,1
"36274",4,2,7,5,"C","K","Y","E",3,"H",15,3,"K","N",54,20,"N",14,"A",2,40,24,3,"Y","N","E",3,11
"36275",4,6,17,2,"B","A","Y","D",7,"B",10,3,"I","Y",69,8,"Y",5,"A",2,40,1,5,"Y","Y","E",2,1
"36277",1,8,7,5,"N","K","N","E",12,"H",20,1,"R","N",72,12,"N",6,"A",2,31,1,1,"N","N","A",3,4
"36281",3,7,1,1,"E","K","Y","F",7,"J",10,3,"K","N",26,9,"N",6,"A",1,37,1,3,"N","N","E",1,1
"36286",4,5,16,1,"S","A","Y","D",12,"B",20,1,"H","Y",92,8,"N",22,"A",2,25,18,7,"Y","Y","E",2,4
"36288",1,6,8,2,"B","A","Y","D",2,"B",10,1,"D","N",64,9,"N",2,"A",1,25,18,3,"N","N","E",1,1
"36290",4,11,15,2,"N","K","Y","E",8,"H",20,1,"K","N",49,12,"Y",13,"A",2,31,1,3,"Y","N","E",2,1
"36292",2,2,7,3,"N","B","Y","B",7,"L",15,1,"D","N",84,18,"N",6,"A",2,37,1,2,"Y","N","E",2,2
"36306",1,7,18,3,"B","I","N","E",7,"H",15,2,"R","Y",88,10,"N",12,"A",2,40,17,6,"N","Y","C",4,2
"36314",14,17,18,4,"N","K","Y","E",3,"J",15,2,"R","N",14,7,"Y",15,"A",2,40,18,6,"Y","N","E",2,2
"36329",2,3,18,5,"E","H","Y","D",12,"L",10,1,"A","N",40,13,"Y",9,"A",2,40,23,3,"Y","N","E",3,6
"36338",1,12,15,6,"E","C","Y","D",3,"L",15,1,"I","N",47,15,"N",18,"A",2,31,9,2,"Y","N","E",2,6
"36352",2,9,21,1,"N","K","N","F",7,"H",10,2,"R","N",43,11,"Y",19,"A",1,28,8,4,"N","N","E",1,1
"36353",5,6,9,3,"B","A","N","C",12,"B",15,3,"B","N",98,13,"N",14,"A",2,28,2,6,"Y","N","E",2,2
"36355",17,1,20,1,"N","H","N","E",8,"J",20,1,"J","N",18,12,"Y",4,"B",2,25,20,7,"N","N","C",4,2
"36359",1,7,15,2,"B","A","Y","B",3,"B",20,1,"B","N",27,10,"N",8,"B",2,37,7,7,"N","N","A",4,1
"36366",7,2,18,2,"C","K","N","E",3,"M",15,2,"R","N",50,15,"Y",7,"A",2,22,23,1,"Y","N","E",3,1
"36367",26,15,5,1,"N","K","Y","E",12,"H",15,2,"J","N",45,11,"N",16,"A",2,31,21,7,"N","N","A",2,11
"36368",4,11,18,1,"N","K","Y","E",3,"J",15,1,"J","Y",25,11,"N",7,"A",4,40,16,6,"Y","Y","E",4,5
"36372",1,6,17,2,"W","A","Y","D",12,"B",10,2,"H","Y",85,8,"Y",8,"A",2,37,18,6,"Y","Y","E",3,5
"36375",5,15,18,2,"N","H","Y","E",12,"M",15,1,"R","N",40,10,"N",7,"B",2,31,3,4,"N","N","A",2,1
"36379",4,13,6,4,"N","K","N","E",8,"J",10,2,"K","Y",7,16,"N",6,"A",4,34,22,3,"Y","Y","D",4,3
"36380",2,8,12,1,"N","C","Y","D",12,"B",15,3,"I","N",16,12,"N",5,"A",2,31,2,6,"Y","N","E",2,1
"36389",4,7,18,4,"B","A","Y","D",3,"B",20,1,"B","N",96,9,"N",22,"A",3,22,17,4,"N","N","A",4,12
"36394",5,9,20,4,"N","H","Y","D",3,"B",10,1,"E","N",59,11,"N",4,"B",2,37,17,6,"Y","N","E",2,1
"36397",3,16,9,2,"N","A","Y","D",8,"B",10,1,"B","N",9,9,"Y",13,"A",2,31,1,3,"N","N","A",2,6
"36401",4,17,18,1,"N","A","Y","D",8,"B",15,1,"H","N",56,9,"Y",3,"B",1,40,3,2,"Y","N","E",1,1
"36402",1,3,19,1,"E","B","Y","B",3,"B",15,3,"E","N",59,14,"N",4,"B",2,22,7,6,"N","N","A",2,1
"36415",10,15,17,3,"B","H","N","D",12,"B",15,1,"A","N",33,15,"N",17,"A",1,40,8,7,"Y","N","D",1,8
"36421",2,5,17,2,"B","I","N","E",3,"H",10,1,"R","N",31,9,"Y",8,"A",2,37,17,4,"Y","N","C",2,7
"36424",1,10,5,2,"N","K","Y","E",8,"H",20,1,"R","N",20,14,"N",11,"A",5,37,15,4,"Y","N","E",6,2
"36429",9,8,21,2,"N","K","Y","E",12,"H",10,1,"N","N",100,14,"Y",20,"C",2,31,1,6,"Y","N","E",2,5
"36432",4,4,21,4,"E","H","N","D",8,"B",20,1,"I","N",74,16,"Y",6,"C",4,37,3,6,"Y","N","D",5,1
"36434",4,3,2,2,"N","B","Y","B",3,"B",15,1,"B","Y",81,9,"N",9,"A",2,37,17,4,"Y","Y","E",2,2
"36435",3,9,17,5,"B","H","Y","D",7,"B",15,2,"B","N",91,12,"Y",12,"A",3,37,16,6,"Y","N","E",3,5
"36457",1,5,8,5,"E","A","N","D",3,"B",10,3,"B","N",55,9,"Y",9,"A",3,31,17,6,"Y","N","D",5,6
"36461",2,5,13,2,"E","A","N","D",3,"B",10,3,"B","Y",87,10,"N",5,"A",2,34,16,4,"Y","Y","E",4,3
"36467",5,6,17,3,"B","A","N","D",12,"A",5,3,"B","N",71,9,"N",10,"A",1,34,5,6,"Y","N","D",2,6
"36468",6,18,10,7,"W","A","Y","D",7,"B",20,1,"B","N",7,8,"Y",8,"C",2,31,2,4,"Y","N","E",1,1
"36469",12,12,17,5,"B","H","Y","D",8,"B",15,1,"A","N",36,14,"N",10,"A",2,31,16,1,"N","N","D",4,5
"36472",1,5,17,4,"C","K","N","F",12,"H",10,2,"M","N",61,8,"N",7,"A",2,37,24,4,"N","N","A",2,4
"36480",3,6,15,1,"B","A","Y","D",7,"B",15,1,"I","Y",10,7,"N",13,"A",1,22,1,6,"Y","Y","E",1,1
"36482",1,6,9,5,"B","A","Y","D",3,"B",10,3,"B","N",60,6,"N",9,"A",2,40,19,7,"Y","N","E",2,1
"36483",4,8,3,2,"E","B","N","D",8,"B",10,1,"B","N",18,15,"N",4,"A",1,40,16,6,"N","N","A",1,1
"36491",1,14,21,3,"N","C","Y","D",8,"L",10,1,"I","Y",88,24,"Y",8,"A",3,40,18,2,"N","Y","E",3,4
"36507",1,13,18,3,"N","K","N","G",3,"H",10,1,"R","N",41,8,"N",7,"C",1,40,18,1,"Y","N","E",1,1
"36508",2,4,17,4,"N","C","N","D",3,"B",15,1,"B","N",62,8,"N",8,"A",2,37,17,7,"Y","N","C",5,2
"36513",2,7,13,7,"B","A","Y","D",3,"B",10,1,"H","N",93,9,"N",6,"B",2,40,8,3,"Y","N","E",2,1
"36522",1,8,21,1,"N","C","N","D",8,"L",10,1,"D","N",50,23,"N",3,"B",2,37,13,1,"N","N","A",2,1
"36523",2,11,5,3,"N","C","N","D",8,"L",15,2,"I","N",34,19,"N",5,"B",2,34,18,2,"N","N","A",2,1
"36525",1,11,22,2,"N","C","N","D",12,"L",10,1,"I","N",71,20,"N",11,"A",2,37,18,7,"Y","N","E",2,7
"36542",5,14,22,2,"C","C","N","D",3,"A",10,3,"E","N",70,16,"Y",8,"A",2,28,20,1,"N","N","A",4,1
"36549",7,13,20,7,"N","H","Y","E",8,"J",5,1,"K","N",51,10,"N",7,"B",1,34,16,2,"Y","N","E",2,1
"36553",5,1,17,2,"N","K","N","E",12,"H",10,1,"K","N",41,11,"Y",10,"C",2,22,21,3,"Y","N","D",4,1
"36554",4,4,1,1,"H","B","N","D",3,"B",10,3,"I","N",21,12,"N",8,"B",1,40,6,7,"Y","N","E",1,1
"36568",2,15,18,5,"N","C","N","D",3,"B",20,3,"I","N",62,12,"N",6,"A",2,40,17,4,"Y","N","E",3,2
"36584",1,7,7,5,"B","A","Y","D",7,"B",10,1,"B","N",52,10,"Y",10,"A",3,31,5,6,"Y","N","E",5,3
"36586",4,10,4,3,"N","K","N","E",12,"J",15,1,"R","N",80,12,"Y",22,"A",1,40,11,7,"N","N","E",1,12
"36587",1,2,17,1,"C","K","Y","E",8,"J",10,1,"P","N",46,18,"N",16,"A",6,40,22,3,"Y","N","E",2,3
"36588",7,13,23,1,"W","C","Y","D",3,"L",15,1,"I","N",42,19,"N",11,"A",2,31,21,6,"Y","N","E",2,1
"36595",2,7,17,4,"B","A","Y","D",7,"B",10,3,"I","N",53,10,"N",17,"A",2,37,21,1,"Y","N","E",2,6
"36602",15,11,21,7,"C","K","N","E",12,"M",15,1,"K","N",21,14,"N",12,"A",2,37,18,5,"Y","N","D",4,1
"36604",3,19,16,4,"N","H","N","B",3,"B",15,1,"D","N",36,12,"N",9,"A",1,40,21,1,"N","N","B",4,6
"36615",5,10,17,1,"N","H","N","E",7,"H",10,2,"R","N",65,19,"Y",4,"B",2,31,18,4,"Y","N","C",2,1
"36617",1,15,19,4,"N","K","N","E",3,"H",10,1,"R","N",58,11,"N",19,"A",1,40,10,4,"Y","N","D",1,6
"36635",4,15,23,1,"N","B","N","D",2,"B",15,1,"E","N",21,11,"Y",6,"A",1,31,15,3,"Y","N","C",4,2
"36646",1,14,22,5,"B","C","N","D",8,"L",20,1,"I","Y",75,14,"N",11,"A",2,37,23,5,"Y","Y","E",2,4
"36649",7,3,18,3,"B","I","N","E",8,"J",10,1,"M","N",95,12,"N",8,"A",2,37,15,3,"Y","N","C",3,6
"36650",1,17,1,1,"N","K","Y","G",3,"J",20,1,"R","N",65,6,"N",10,"A",2,22,18,6,"Y","N","E",2,1
"36659",1,1,12,8,"C","H","N","E",12,"J",5,2,"K","N",22,14,"N",22,"B",2,31,21,7,"N","N","E",1,1
"36662",3,9,20,5,"N","K","N","F",12,"H",10,1,"N","Y",59,11,"N",7,"C",1,22,4,4,"Y","Y","E",1,1
"36667",5,13,10,5,"N","H","N","E",3,"M",15,3,"K","N",59,18,"N",5,"B",2,37,9,7,"Y","N","E",2,1
"36672",1,7,3,2,"B","H","Y","E",2,"H",10,1,"R","N",1,5,"N",3,"B",2,28,3,3,"Y","N","E",2,1
"36683",2,13,19,7,"N","C","N","D",12,"E",20,1,"I","N",99,17,"N",18,"A",2,22,21,6,"Y","N","E",2,7
"36690",9,8,7,1,"N","K","N","E",8,"J",15,2,"R","N",69,20,"N",18,"A",3,22,25,6,"Y","N","E",3,9
"36692",2,13,4,3,"N","K","Y","E",8,"J",20,1,"R","Y",53,7,"N",13,"A",2,40,15,1,"Y","Y","C",3,3
"36695",1,9,15,4,"N","A","N","D",12,"B",10,1,"B","N",59,9,"Y",5,"B",2,25,17,3,"Y","N","D",4,1
"36702",4,16,10,1,"N","K","Y","E",8,"H",10,1,"R","N",50,9,"N",14,"A",2,40,19,4,"Y","N","E",2,1
"36704",5,11,7,5,"N","H","Y","E",3,"H",10,1,"J","N",60,19,"N",3,"B",2,31,17,2,"N","N","A",2,1
"36705",4,13,23,3,"B","C","N","D",2,"L",5,1,"E","N",70,8,"Y",3,"B",1,37,16,4,"Y","N","E",1,1
"36708",4,19,14,3,"N","A","Y","D",3,"B",15,1,"E","N",40,9,"N",12,"A",2,37,1,7,"N","N","A",2,8
"36714",2,16,19,3,"B","K","Y","E",12,"M",20,1,"K","N",65,8,"N",16,"C",2,40,6,6,"Y","N","E",2,3
"36718",1,18,7,5,"E","K","N","E",2,"H",10,1,"N","Y",76,32,"N",8,"A",2,40,10,3,"Y","Y","E",4,6
"36727",2,6,14,1,"B","I","Y","E",7,"H",10,2,"L","N",84,13,"N",14,"A",2,40,16,3,"Y","N","E",2,10
"36728",1,5,5,3,"B","K","N","E",8,"J",15,3,"K","Y",47,7,"N",4,"A",2,40,17,7,"Y","Y","E",2,3
"36729",5,10,13,4,"W","C","N","D",12,"L",10,1,"I","Y",42,14,"N",20,"A",2,40,17,1,"Y","Y","E",2,6
"36732",7,6,10,2,"B","A","Y","D",12,"B",15,1,"A","N",82,8,"Y",14,"A",2,31,1,7,"Y","N","E",2,7
"36733",7,14,19,3,"N","B","N","D",3,"B",20,1,"I","N",64,9,"Y",3,"B",2,34,11,1,"N","N","A",2,1
"36739",1,19,18,2,"N","C","Y","D",3,"L",15,1,"F","N",10,16,"N",5,"B",2,22,10,7,"N","N","A",4,1
"36753",10,18,20,6,"W","B","N","D",8,"B",20,1,"I","N",60,9,"N",16,"A",1,34,17,4,"N","N","A",1,8
"36754",1,3,15,5,"N","H","Y","D",7,"D",10,3,"B","N",34,19,"N",10,"C",2,22,24,3,"Y","N","C",3,1
"36758",4,10,14,1,"N","C","N","D",8,"L",15,1,"I","N",42,11,"Y",9,"A",1,37,18,5,"Y","N","D",2,6
"36759",1,15,3,2,"N","K","N","E",2,"J",10,1,"M","N",43,13,"N",14,"A",2,31,1,4,"N","N","A",2,3
"36771",9,7,17,5,"B","I","Y","E",8,"H",15,3,"K","Y",88,7,"N",9,"A",2,37,16,5,"Y","Y","E",3,2
"36775",7,15,18,1,"E","H","N","D",8,"B",20,1,"D","N",52,16,"N",4,"A",2,31,24,6,"Y","N","E",3,3
"36778",1,9,7,5,"N","K","N","E",2,"H",10,1,"K","N",63,9,"Y",4,"A",1,25,19,1,"Y","N","E",2,2
"36791",7,13,11,6,"C","C","N","D",2,"L",15,1,"D","N",51,21,"N",9,"A",1,40,18,2,"N","N","A",2,5
"36793",1,15,2,1,"N","H","N","E",3,"H",20,1,"K","N",41,16,"N",8,"B",1,40,8,7,"N","N","A",1,1
"36795",6,19,15,4,"N","B","N","D",7,"B",15,1,"B","N",48,12,"Y",5,"B",2,22,3,6,"N","N","A",2,1
"36800",4,9,14,2,"G","K","N","E",2,"H",20,1,"K","N",90,26,"Y",16,"A",2,34,22,5,"Y","N","E",2,3
"36808",1,1,18,3,"S","A","Y","B",8,"B",10,3,"A","N",42,17,"Y",17,"A",1,37,21,4,"Y","N","D",1,1
"36809",8,8,17,2,"N","H","N","D",8,"B",10,1,"A","N",89,16,"Y",14,"A",3,37,1,1,"Y","N","E",5,1
"36810",5,4,12,2,"N","A","N","D",7,"B",10,1,"A","N",37,8,"Y",13,"A",1,31,4,6,"Y","N","D",1,1
"36817",6,2,10,4,"C","A","N","D",8,"F",10,1,"I","N",53,13,"N",11,"A",2,37,24,5,"Y","N","E",2,1
"36818",2,13,23,5,"N","K","N","F",12,"H",10,1,"M","N",64,16,"N",4,"A",2,40,18,6,"Y","N","E",2,3
"36819",13,19,23,6,"E","H","N","D",12,"L",10,1,"I","N",54,30,"N",12,"A",1,37,13,7,"N","N","A",1,4
"36832",2,6,8,4,"W","I","Y","F",3,"H",20,1,"R","N",92,10,"N",22,"A",2,40,23,4,"Y","N","E",2,1
"36837",1,14,18,7,"B","I","N","E",8,"H",20,1,"K","N",66,10,"N",21,"A",1,37,1,4,"N","N","A",1,12
"36849",7,15,22,5,"N","C","N","D",8,"E",20,3,"I","N",53,15,"N",12,"A",3,25,15,5,"Y","N","C",4,10
"36855",1,9,3,2,"E","H","Y","D",7,"B",20,1,"E","N",60,18,"N",5,"B",2,40,3,3,"N","N","A",2,1
"36865",1,3,15,4,"B","K","N","F",8,"H",15,1,"R","N",64,12,"Y",22,"A",1,31,19,3,"Y","N","D",1,11
"36879",7,14,18,2,"N","H","N","E",7,"I",15,1,"N","Y",80,10,"Y",11,"B",2,34,8,7,"Y","Y","C",2,1
"36882",9,16,23,8,"S","K","N","E",12,"H",20,1,"J","Y",56,13,"N",5,"C",2,40,12,4,"Y","Y","E",2,1
"36884",7,18,4,3,"G","H","Y","B",3,"B",15,1,"I","N",83,20,"Y",14,"A",2,37,1,7,"N","N","A",2,3
"36889",4,4,15,2,"N","H","Y","D",3,"B",20,2,"B","N",54,9,"N",16,"A",1,40,20,6,"Y","N","C",1,11
"36891",8,4,13,2,"N","A","Y","D",8,"B",15,2,"I","N",23,8,"N",10,"A",2,22,8,6,"Y","N","E",2,10
"36894",4,5,6,2,"N","K","N","E",8,"H",10,3,"R","N",96,5,"N",8,"A",2,40,17,3,"Y","N","E",2,1
"36898",1,17,8,5,"N","B","N","D",12,"B",15,3,"I","N",49,6,"Y",17,"A",2,22,6,6,"Y","N","E",2,1
"36899",4,18,12,4,"B","A","N","D",12,"B",5,1,"I","Y",57,9,"Y",9,"B",2,28,7,4,"Y","Y","E",2,1
"36910",8,19,20,4,"N","K","N","E",3,"H",20,3,"N","N",47,15,"N",8,"C",1,40,4,7,"Y","N","E",1,3
"36914",64,19,13,4,"W","H","Y","E",7,"H",15,1,"N","N",57,9,"Y",11,"E",2,40,13,3,"Y","N","C",2,10
"36916",23,13,20,4,"E","C","Y","D",8,"L",20,1,"E","N",37,13,"N",4,"B",3,34,1,5,"N","N","A",4,1
"36930",4,14,5,3,"N","C","Y","D",12,"L",10,3,"I","N",61,15,"N",6,"A",2,37,2,6,"Y","N","E",2,1
"36934",4,13,20,4,"N","C","N","D",8,"L",10,3,"B","N",7,18,"Y",17,"A",2,34,14,2,"Y","N","C",2,5
"36937",1,1,21,6,"C","A","Y","D",12,"F",10,2,"I","N",32,24,"Y",9,"D",2,22,21,4,"N","N","E",3,4
"36938",7,13,6,4,"N","K","N","E",3,"J",20,1,"M","N",88,10,"Y",10,"A",3,31,5,1,"Y","N","E",3,1
"36941",4,19,11,3,"S","K","N","E",12,"H",10,1,"R","N",39,10,"Y",9,"A",2,40,16,7,"N","N","A",2,1
"36953",5,7,18,4,"N","H","Y","E",7,"H",15,1,"M","N",44,7,"N",5,"B",2,25,22,5,"N","N","A",4,1
"36955",1,7,18,2,"B","H","N","E",8,"H",20,3,"K","N",39,8,"Y",5,"B",2,28,17,4,"N","N","A",4,1
"36958",11,8,8,5,"E","K","Y","E",8,"H",15,3,"J","N",94,15,"N",11,"A",4,37,16,5,"Y","N","E",4,4
"36960",1,14,12,3,"B","I","Y","E",3,"M",20,1,"R","N",68,10,"Y",7,"A",2,28,3,6,"N","N","A",3,2
"36967",7,18,18,2,"B","C","Y","D",12,"B",20,1,"I","N",14,12,"Y",1,"B",2,37,14,6,"N","N","A",4,1
"36970",5,7,18,3,"B","K","N","E",3,"H",10,1,"K","Y",88,7,"N",19,"A",2,31,3,1,"Y","Y","E",6,2
"36976",1,11,20,2,"N","K","N","E",2,"J",10,1,"M","N",88,13,"N",17,"C",2,40,17,6,"Y","N","E",2,1
"36978",4,5,8,6,"N","A","Y","D",8,"D",10,2,"C","Y",71,9,"Y",10,"C",1,40,16,4,"Y","Y","E",2,5
"36979",3,7,15,3,"N","A","Y","D",12,"L",10,3,"I","Y",97,8,"N",19,"A",2,40,24,7,"Y","Y","E",2,1
"36980",1,8,10,2,"N","K","Y","E",3,"H",20,1,"J","N",88,12,"N",14,"A",2,25,20,7,"Y","N","E",2,5
"36987",1,8,4,3,"N","A","N","B",12,"B",15,1,"B","N",28,13,"N",12,"B",3,40,17,5,"N","N","A",3,1
"36989",6,5,18,2,"B","I","N","E",2,"H",15,3,"K","N",63,8,"N",6,"A",2,28,16,4,"Y","N","E",2,3
"36995",1,19,18,5,"W","C","Y","D",3,"B",10,3,"A","N",48,12,"Y",11,"A",2,40,3,6,"Y","N","E",2,6
"37008",1,6,6,4,"B","A","Y","D",12,"B",10,3,"H","N",99,9,"N",6,"A",2,25,24,6,"Y","N","E",2,4
"37013",1,1,17,1,"C","A","N","D",7,"L",15,1,"I","N",31,15,"Y",10,"A",1,31,21,7,"N","N","E",7,9
"37040",1,11,5,3,"G","K","N","E",12,"H",20,1,"K","N",95,15,"N",14,"A",2,28,1,4,"Y","N","E",2,3
"37050",6,9,18,6,"B","I","Y","E",3,"H",10,1,"K","N",10,15,"Y",15,"A",1,25,19,6,"N","N","E",1,4
"37053",3,13,23,6,"W","I","Y","F",7,"H",15,1,"K","N",52,17,"N",14,"A",1,37,17,3,"N","N","A",1,4
"37058",1,9,7,1,"N","K","N","E",3,"H",20,1,"K","N",84,11,"N",15,"A",2,40,9,2,"N","N","A",2,3
"37066",1,19,16,2,"B","I","N","E",3,"H",10,1,"R","N",48,10,"N",7,"A",1,37,14,3,"Y","N","E",1,1
"37070",1,15,17,5,"N","B","N","D",12,"B",5,1,"B","N",56,10,"N",10,"A",2,37,4,4,"Y","N","D",4,5
"37075",3,6,7,5,"B","A","Y","D",7,"B",20,3,"B","N",53,8,"Y",8,"A",2,40,2,3,"N","N","A",5,4
"37077",8,16,18,6,"N","K","N","E",8,"J",20,1,"N","Y",81,13,"Y",17,"A",1,40,16,2,"Y","Y","E",1,11
"37095",3,11,17,6,"N","C","Y","D",12,"L",10,1,"I","N",47,28,"N",22,"A",2,40,22,7,"N","N","E",2,12
"37104",7,9,5,3,"W","C","Y","B",3,"B",10,1,"B","N",95,15,"N",15,"A",2,31,19,3,"Y","N","C",2,4
"37106",8,15,23,3,"N","K","N","F",12,"J",15,1,"K","N",16,12,"N",3,"A",2,37,12,7,"N","N","A",4,1
"37110",1,14,7,3,"E","H","N","B",8,"A",10,2,"I","N",84,19,"N",4,"A",2,37,5,1,"Y","N","E",2,2
"37111",2,16,14,3,"N","B","Y","D",2,"B",10,1,"I","N",57,8,"Y",5,"A",2,22,8,7,"Y","N","E",2,1
"37123",4,9,4,3,"N","C","Y","D",8,"B",10,1,"A","N",57,12,"N",12,"A",2,40,19,3,"Y","N","E",2,3
"37130",1,14,21,3,"H","C","Y","B",7,"A",10,3,"D","N",92,26,"N",7,"A",2,37,1,7,"N","N","A",2,4
"37133",1,8,18,3,"B","H","N","D",7,"B",20,3,"E","N",42,17,"Y",14,"C",2,31,6,7,"Y","N","E",2,1
"37134",1,7,17,1,"N","B","N","D",2,"B",10,3,"H","N",40,7,"Y",12,"A",2,31,21,7,"N","N","A",4,1
"37144",1,1,9,3,"C","A","Y","D",8,"B",20,1,"B","N",44,16,"N",9,"A",2,40,22,6,"Y","N","D",4,8
"37148",1,3,9,6,"N","C","N","D",8,"B",15,1,"B","N",75,10,"N",16,"A",2,37,7,4,"Y","N","A",2,6
"37159",7,17,19,4,"N","B","Y","D",12,"B",15,1,"I","N",74,8,"N",15,"B",2,37,19,5,"N","N","A",2,1
"37164",4,8,6,4,"N","K","Y","E",8,"H",5,1,"R","Y",72,11,"N",8,"C",1,40,24,6,"Y","Y","E",1,3
"37169",7,9,22,4,"W","I","N","E",2,"H",20,1,"K","N",70,17,"N",15,"A",1,40,17,7,"N","N","A",1,7
"37170",7,13,3,2,"N","H","Y","F",12,"M",15,3,"N","N",34,12,"N",6,"B",1,31,17,4,"Y","N","C",1,1
"37171",11,8,15,4,"N","C","Y","D",8,"B",15,1,"B","N",89,13,"N",8,"A",2,37,18,6,"Y","N","E",4,5
"37180",4,7,15,2,"N","K","N","E",8,"J",20,1,"R","N",62,6,"N",11,"A",2,34,25,6,"Y","N","E",4,4
"37181",1,7,6,2,"B","K","N","E",12,"J",20,1,"R","Y",56,8,"Y",15,"A",7,40,17,6,"Y","Y","E",7,5
"37193",7,2,19,1,"C","A","N","D",8,"L",15,1,"A","N",55,16,"N",11,"B",2,40,24,4,"Y","N","E",1,7
"37197",4,12,24,6,"N","C","N","D",3,"L",15,1,"B","N",51,12,"N",6,"A",2,40,4,3,"Y","N","D",4,2
"37201",8,9,11,8,"N","K","N","F",8,"H",10,1,"P","N",65,13,"Y",12,"A",2,25,18,3,"N","N","A",4,9
"37202",2,8,22,3,"N","K","Y","E",7,"M",15,1,"J","N",43,14,"Y",14,"A",2,31,9,4,"Y","N","D",2,3
"37203",4,17,7,2,"N","K","N","E",3,"M",20,1,"K","N",56,8,"Y",17,"A",2,25,4,1,"Y","N","C",2,1
"37204",1,1,12,3,"N","H","N","E",12,"J",10,1,"R","N",59,17,"N",9,"B",2,37,25,7,"Y","N","E",2,1
"37205",16,19,19,2,"E","K","Y","E",3,"H",5,1,"R","Y",58,14,"N",9,"C",1,28,21,3,"N","Y","D",1,1
"37215",1,18,4,1,"W","A","Y","D",8,"B",20,3,"I","N",34,7,"N",7,"A",2,40,14,6,"Y","N","E",1,3
"37219",1,10,5,3,"G","H","Y","C",12,"L",10,1,"B","N",97,26,"N",15,"A",2,31,17,3,"Y","N","E",2,4
"37222",5,11,19,2,"N","K","N","E",12,"H",20,1,"M","N",58,18,"Y",5,"A",2,40,17,6,"Y","N","E",2,2
"37230",6,5,2,1,"S","H","N","E",3,"H",15,1,"M","N",44,9,"N",12,"B",2,25,1,4,"N","N","A",2,1
"37237",8,19,19,4,"B","A","Y","D",3,"L",10,1,"D","N",45,12,"N",9,"A",2,37,21,5,"N","N","A",4,4
"37254",2,7,7,2,"B","A","Y","D",12,"B",15,2,"I","Y",82,7,"N",6,"A",2,34,17,3,"Y","Y","E",2,3
"37261",1,7,8,5,"E","A","N","D",12,"B",20,1,"B","N",64,8,"N",9,"B",2,37,16,7,"Y","N","E",2,1
"37264",2,15,3,2,"N","H","Y","E",7,"H",10,1,"K","N",33,12,"Y",8,"B",1,31,8,6,"N","N","A",3,1
"37268",1,5,14,2,"B","A","N","D",3,"B",5,3,"B","N",53,10,"N",3,"A",2,37,15,7,"Y","N","E",2,1
"37274",4,8,12,1,"N","K","Y","E",7,"H",10,3,"K","N",29,10,"Y",9,"A",2,40,1,1,"Y","N","E",2,5
"37295",1,11,18,6,"W","H","N","E",8,"I",15,1,"R","Y",84,17,"Y",12,"A",2,34,17,2,"Y","Y","E",2,4
