"","Hazard","T1_V1","T1_V2","T1_V3","T1_V4","T1_V5","T1_V6","T1_V9","T1_V10","T1_V11","T1_V13","T1_V14","T1_V16","T1_V17","T2_V1","T2_V2","T2_V3","T2_V4","T2_V5","T2_V6","T2_V7","T2_V9","T2_V10","T2_V11","T2_V12","T2_V13","T2_V14","T2_V15"
"36246",2,18,7,5,"S","C","N","D",2,"L",15,1,"I","N",33,16,"N",11,"C",1,34,1,3,"Y","N","E",1,1
"36248",1,19,12,2,"N","B","N","D",12,"B",15,1,"A","N",17,8,"N",10,"A",1,28,18,5,"Y","N","C",1,1
"36249",1,7,8,5,"B","I","N","F",2,"H",20,3,"K","N",43,7,"N",9,"A",3,34,11,3,"Y","N","C",5,5
"36251",3,12,8,6,"N","C","N","D",3,"L",10,1,"A","N",37,18,"N",6,"A",1,37,1,6,"N","N","A",1,4
"36254",8,10,13,4,"N","K","Y","E",3,"J",15,1,"K","N",31,10,"N",8,"A",3,40,12,6,"Y","N","C",4,3
"36255",16,4,15,3,"N","H","N","D",8,"B",20,1,"A","N",41,10,"N",16,"A",2,40,11,4,"Y","N","D",2,11
"36258",1,10,12,2,"W","I","N","E",2,"H",5,1,"K","N",1,14,"N",11,"A",2,31,17,2,"Y","N","E",2,1
"36260",5,15,6,3,"N","K","Y","E",7,"H",20,1,"K","N",62,14,"Y",7,"A",1,40,18,1,"Y","N","D",3,5
"36261",7,2,11,2,"N","K","N","E",8,"H",10,1,"N","N",49,9,"N",16,"A",2,40,1,7,"Y","N","D",2,8
"36262",5,18,2,2,"G","A","Y","D",12,"B",15,1,"I","N",72,15,"Y",12,"A",1,31,2,3,"N","N","A",1,4
"36263",1,8,12,4,"N","K","N","E",3,"H",10,1,"R","N",37,14,"Y",13,"A",1,28,1,1,"Y","N","E",1,6
"36264",1,5,7,5,"C","K","Y","E",12,"H",10,1,"R","N",34,8,"N",9,"A",2,37,17,3,"Y","N","E",2,6
"36265",2,5,19,4,"B","A","N","D",3,"B",20,1,"I","Y",70,8,"N",3,"A",2,40,14,4,"Y","Y","E",2,1
"36267",1,7,15,1,"B","I","Y","E",12,"I",20,3,"K","N",50,8,"N",5,"A",2,37,23,6,"Y","N","E",5,3
"36268",9,15,15,5,"N","C","Y","D",2,"B",10,3,"I","Y",68,12,"N",11,"A",2,40,10,4,"Y","Y","E",2,3
"36269",1,8,10,2,"B","K","N","E",8,"H",10,1,"K","N",91,14,"N",9,"A",2,25,12,4,"Y","N","E",2,4
"36270",5,6,13,4,"B","K","Y","E",7,"N",5,3,"R","N",74,9,"Y",10,"A",1,40,6,4,"Y","N","E",3,5
"36271",1,15,10,6,"N","K","N","E",2,"J",10,1,"K","N",49,16,"N",10,"A",3,34,4,4,"N","N","A",5,5
"36272",11,9,19,3,"N","A","N","D",3,"L",10,1,"E","N",90,10,"N",11,"B",2,22,3,7,"N","N","E",2,1
"36273",1,9,7,2,"N","H","Y","D",8,"B",20,1,"B","N",46,16,"Y",4,"A",2,40,16,6,"Y","N","E",2,2
"36274",4,2,7,5,"C","K","Y","E",3,"H",15,3,"K","N",54,20,"N",14,"A",2,40,24,3,"Y","N","E",3,11
"36275",4,6,17,2,"B","A","Y","D",7,"B",10,3,"I","Y",69,8,"Y",5,"A",2,40,1,5,"Y","Y","E",2,1
"36276",1,1,18,2,"C","A","Y","B",3,"F",20,3,"D","N",21,16,"N",11,"A",2,25,21,2,"N","N","E",4,4
"36277",1,8,7,5,"N","K","N","E",12,"H",20,1,"R","N",72,12,"N",6,"A",2,31,1,1,"N","N","A",3,4
"36278",4,19,19,1,"W","K","N","F",8,"H",10,1,"K","Y",84,10,"N",11,"C",2,28,12,7,"Y","Y","D",2,3
"36279",2,15,22,1,"N","H","N","E",3,"H",20,1,"J","N",17,12,"N",5,"B",2,40,4,1,"N","N","A",5,1
"36280",7,14,15,2,"S","K","Y","E",3,"J",15,3,"R","Y",59,4,"N",4,"C",1,22,9,6,"Y","Y","E",1,1
"36281",3,7,1,1,"E","K","Y","F",7,"J",10,3,"K","N",26,9,"N",6,"A",1,37,1,3,"N","N","E",1,1
"36282",1,9,9,6,"G","C","N","D",2,"B",15,2,"F","N",93,11,"N",15,"A",2,28,14,3,"Y","N","E",2,4
"36284",1,17,6,4,"N","B","N","D",3,"B",5,1,"I","N",58,7,"N",14,"A",2,22,12,4,"Y","N","E",2,3
"36285",4,12,15,3,"W","C","N","D",8,"L",10,1,"B","N",67,13,"N",4,"B",2,31,10,1,"Y","N","E",2,1
"36286",4,5,16,1,"S","A","Y","D",12,"B",20,1,"H","Y",92,8,"N",22,"A",2,25,18,7,"Y","Y","E",2,4
"36288",1,6,8,2,"B","A","Y","D",2,"B",10,1,"D","N",64,9,"N",2,"A",1,25,18,3,"N","N","E",1,1
"36289",1,2,10,3,"C","H","N","E",7,"I",10,1,"K","N",61,13,"N",5,"B",2,37,25,4,"Y","N","E",2,4
"36291",6,5,20,4,"B","K","Y","F",3,"J",10,1,"K","N",93,23,"N",18,"A",2,34,5,1,"Y","N","E",2,9
"36293",7,16,17,3,"B","K","Y","E",12,"J",5,3,"N","Y",70,8,"N",16,"C",4,37,17,7,"Y","Y","E",4,1
"36294",7,9,21,4,"B","I","N","E",12,"N",10,1,"J","N",100,18,"N",14,"A",3,22,2,6,"Y","N","E",3,11
"36295",1,7,15,1,"B","A","N","D",12,"B",20,1,"D","N",76,10,"N",7,"B",2,25,16,1,"Y","N","E",5,1
"36297",4,8,18,5,"N","C","Y","D",12,"B",10,3,"I","Y",67,13,"N",11,"C",2,34,14,6,"Y","Y","D",2,6
"36298",4,18,17,4,"B","C","Y","D",8,"B",15,2,"I","N",28,11,"N",7,"B",2,40,18,5,"N","N","E",2,1
"36300",1,12,13,1,"N","A","N","D",3,"B",10,3,"B","N",56,10,"N",11,"B",1,40,9,5,"Y","N","E",1,1
"36301",1,14,17,5,"G","C","N","D",8,"B",10,1,"E","N",85,16,"N",8,"A",2,37,17,6,"Y","N","E",3,7
"36302",1,3,15,2,"N","C","N","D",2,"B",15,2,"E","N",52,7,"N",16,"A",2,31,15,6,"Y","N","C",2,7
"36304",5,10,15,2,"N","A","N","D",7,"B",20,1,"B","N",49,8,"N",9,"C",3,28,13,6,"Y","N","C",3,1
"36305",1,6,11,2,"B","I","N","E",2,"H",10,1,"R","N",45,10,"Y",18,"A",2,34,20,6,"Y","N","C",2,8
"36307",1,8,9,6,"N","C","N","D",3,"B",10,1,"B","N",68,11,"N",13,"A",2,40,10,6,"Y","N","E",2,1
"36308",1,13,22,7,"B","H","Y","E",7,"J",15,1,"K","N",48,16,"N",4,"B",2,28,15,3,"Y","N","E",2,1
"36309",26,11,18,6,"N","K","N","E",8,"J",10,1,"K","N",44,16,"N",8,"A",2,28,15,5,"Y","N","B",3,3
"36310",1,18,14,2,"N","A","Y","D",12,"A",20,1,"I","N",51,7,"Y",13,"E",1,25,1,4,"N","N","D",2,6
"36311",9,6,17,5,"N","K","N","E",8,"J",15,1,"R","Y",58,7,"N",14,"A",2,22,20,7,"Y","Y","E",2,5
"36312",1,6,1,1,"B","I","N","E",8,"H",15,3,"K","N",49,10,"N",12,"A",2,31,18,7,"Y","N","E",2,2
"36313",1,7,1,1,"B","A","Y","B",12,"B",15,1,"I","N",39,9,"N",12,"B",1,31,4,7,"N","N","A",1,1
"36314",14,17,18,4,"N","K","Y","E",3,"J",15,2,"R","N",14,7,"Y",15,"A",2,40,18,6,"Y","N","E",2,2
"36315",1,15,22,3,"C","C","N","D",3,"B",10,1,"I","N",52,17,"Y",16,"A",1,37,2,6,"N","N","A",1,11
"36316",1,10,18,5,"W","H","Y","D",2,"L",10,3,"I","N",18,15,"N",13,"A",1,34,24,2,"Y","N","E",1,2
"36317",16,17,17,1,"B","B","N","D",3,"B",10,1,"I","N",54,9,"N",9,"A",2,22,21,7,"N","N","B",2,5
"36318",4,18,7,5,"N","K","N","F",12,"H",15,1,"J","N",28,8,"N",6,"A",1,25,20,1,"N","N","A",1,5
"36320",5,3,20,4,"W","H","N","D",3,"A",20,1,"I","N",60,27,"N",5,"A",2,40,17,6,"N","N","A",2,4
"36321",4,2,9,2,"N","B","N","D",3,"B",20,1,"B","N",50,10,"N",13,"A",2,22,4,3,"Y","N","C",2,6
"36323",9,5,14,1,"C","A","Y","B",8,"D",15,3,"E","N",55,8,"N",5,"A",2,28,21,7,"Y","N","E",2,1
"36324",8,14,19,2,"N","A","Y","D",8,"L",20,1,"A","Y",61,15,"N",14,"A",1,34,5,5,"N","Y","E",1,5
"36325",2,9,22,2,"N","C","N","D",3,"L",20,3,"I","N",24,17,"N",14,"A",1,37,14,7,"Y","N","E",1,5
"36326",7,15,21,5,"N","K","N","E",7,"H",15,1,"K","N",70,18,"N",16,"A",2,37,18,6,"N","N","A",2,10
"36327",2,16,23,3,"N","C","N","D",3,"L",15,1,"E","Y",68,18,"N",8,"A",1,37,5,3,"N","Y","A",3,8
"36328",5,19,15,1,"B","I","N","E",12,"H",20,3,"R","N",34,10,"N",14,"A",3,25,13,4,"Y","N","D",4,1
"36329",2,3,18,5,"E","H","Y","D",12,"L",10,1,"A","N",40,13,"Y",9,"A",2,40,23,3,"Y","N","E",3,6
"36330",2,14,12,8,"N","K","N","E",2,"H",15,1,"R","N",94,11,"N",16,"A",1,37,3,2,"Y","N","C",1,9
"36331",13,14,13,4,"B","I","N","E",12,"H",15,3,"R","Y",66,15,"N",13,"A",2,37,14,3,"N","Y","A",4,3
"36332",1,7,11,3,"B","A","N","D",2,"B",10,3,"B","N",22,10,"N",3,"A",2,31,17,3,"Y","N","E",2,1
"36335",3,12,19,6,"N","K","Y","E",2,"H",20,1,"K","N",78,11,"N",16,"A",1,22,10,6,"N","N","A",1,9
"36336",13,6,21,4,"N","K","N","E",3,"H",20,3,"R","N",53,12,"Y",11,"A",2,25,1,3,"Y","N","E",2,4
"36337",2,2,17,1,"C","K","Y","E",7,"K",10,2,"M","N",53,15,"Y",11,"A",2,40,24,1,"Y","N","E",1,1
"36341",1,4,10,4,"S","A","Y","D",12,"B",10,1,"B","N",68,10,"Y",15,"A",2,34,25,5,"N","N","E",1,1
"36342",4,14,20,5,"N","C","N","D",12,"B",10,1,"I","Y",86,17,"N",8,"A",5,40,15,7,"Y","Y","E",5,6
"36343",1,2,9,3,"N","K","N","E",12,"H",10,2,"K","N",48,15,"Y",20,"A",1,40,23,1,"Y","N","E",2,1
"36344",3,6,17,2,"E","A","N","D",3,"B",10,2,"B","N",48,10,"Y",6,"A",2,31,21,6,"N","N","E",3,2
"36346",1,8,6,4,"N","A","N","D",7,"B",10,1,"C","N",50,16,"N",4,"A",2,40,12,3,"Y","N","E",2,1
"36347",8,5,4,2,"B","K","N","E",3,"J",20,3,"M","N",59,15,"N",18,"A",2,40,20,4,"Y","N","D",2,7
"36348",4,12,8,5,"N","C","N","D",12,"B",15,1,"A","N",39,15,"N",15,"A",2,28,21,6,"Y","N","D",2,4
"36349",6,11,11,6,"N","H","N","D",8,"E",15,1,"E","Y",100,17,"Y",20,"C",1,40,1,1,"Y","Y","D",3,12
"36351",19,8,6,4,"N","B","N","D",8,"B",20,1,"I","N",68,10,"Y",6,"A",2,40,4,6,"Y","N","C",4,4
"36352",2,9,21,1,"N","K","N","F",7,"H",10,2,"R","N",43,11,"Y",19,"A",1,28,8,4,"N","N","E",1,1
"36353",5,6,9,3,"B","A","N","C",12,"B",15,3,"B","N",98,13,"N",14,"A",2,28,2,6,"Y","N","E",2,2
"36354",2,6,18,3,"B","I","N","E",8,"H",10,3,"J","N",75,9,"N",22,"A",1,34,1,4,"Y","N","C",1,12
"36355",17,1,20,1,"N","H","N","E",8,"J",20,1,"J","N",18,12,"Y",4,"B",2,25,20,7,"N","N","C",4,2
"36357",2,5,20,2,"N","D","N","D",12,"B",15,3,"D","N",73,7,"N",8,"A",2,34,16,2,"Y","N","E",2,2
"36361",4,16,14,1,"B","I","N","E",12,"H",20,3,"M","N",36,11,"Y",11,"A",2,37,16,7,"Y","N","C",2,4
"36362",11,17,19,4,"N","K","Y","E",8,"H",10,1,"K","N",90,8,"N",15,"A",2,40,15,6,"Y","N","C",2,2
"36363",8,8,15,1,"N","K","Y","E",12,"H",20,1,"J","N",54,15,"Y",13,"A",1,25,21,6,"Y","N","E",3,11
"36365",1,2,9,7,"C","K","Y","E",2,"H",15,1,"R","N",55,19,"N",22,"A",2,40,24,6,"Y","N","E",2,1
"36366",7,2,18,2,"C","K","N","E",3,"M",15,2,"R","N",50,15,"Y",7,"A",2,22,23,1,"Y","N","E",3,1
"36369",5,3,9,1,"N","H","N","D",3,"B",10,1,"B","N",50,10,"N",6,"A",1,40,15,4,"Y","N","D",3,3
"36370",1,15,7,5,"N","C","N","D",12,"B",10,3,"D","N",65,18,"N",9,"A",2,40,19,2,"Y","N","E",2,4
"36372",1,6,17,2,"W","A","Y","D",12,"B",10,2,"H","Y",85,8,"Y",8,"A",2,37,18,6,"Y","Y","E",3,5
"36374",8,6,17,4,"B","A","Y","B",12,"B",15,3,"B","N",44,8,"Y",7,"A",2,40,23,4,"Y","N","E",2,2
"36376",1,12,21,2,"E","H","Y","E",2,"H",15,1,"K","N",55,26,"N",4,"B",1,40,12,3,"N","N","A",1,1
"36377",4,6,18,6,"N","K","Y","E",2,"H",10,1,"L","N",40,8,"N",8,"A",3,40,20,7,"N","N","A",4,6
"36378",8,15,1,1,"N","H","Y","E",3,"M",20,1,"K","N",20,8,"N",18,"B",2,34,9,7,"Y","N","C",2,1
"36379",4,13,6,4,"N","K","N","E",8,"J",10,2,"K","Y",7,16,"N",6,"A",4,34,22,3,"Y","Y","D",4,3
"36380",2,8,12,1,"N","C","Y","D",12,"B",15,3,"I","N",16,12,"N",5,"A",2,31,2,6,"Y","N","E",2,1
"36381",2,15,3,1,"N","H","N","E",3,"H",20,1,"K","N",17,10,"Y",4,"B",2,31,12,2,"N","N","A",3,1
"36382",1,6,11,1,"B","A","N","D",8,"B",15,2,"B","Y",75,8,"N",12,"A",1,25,1,3,"Y","Y","C",1,4
"36383",2,6,6,4,"B","A","Y","D",3,"B",15,3,"B","N",98,8,"N",14,"A",2,25,18,7,"Y","N","E",2,2
"36385",1,5,8,5,"C","A","N","D",8,"B",15,1,"B","N",69,8,"Y",8,"B",3,31,13,4,"Y","N","E",3,1
"36386",2,19,20,3,"N","K","Y","E",7,"H",20,1,"K","N",12,9,"N",4,"C",2,31,25,6,"N","N","A",5,1
"36387",2,11,20,2,"N","K","N","E",8,"H",15,1,"K","N",68,9,"N",17,"A",1,31,5,6,"Y","N","C",1,1
"36388",4,14,18,3,"N","K","N","F",3,"J",10,1,"K","N",70,22,"N",12,"A",3,31,11,6,"N","N","E",3,1
"36391",1,14,7,5,"E","H","N","D",7,"A",15,3,"D","N",85,22,"N",3,"C",1,22,25,2,"Y","N","E",1,1
"36393",5,5,6,4,"C","A","Y","D",8,"B",20,1,"B","N",22,10,"N",2,"B",2,34,12,7,"N","N","A",2,1
"36394",5,9,20,4,"N","H","Y","D",3,"B",10,1,"E","N",59,11,"N",4,"B",2,37,17,6,"Y","N","E",2,1
"36395",9,5,2,2,"B","A","Y","B",12,"B",20,1,"A","N",40,10,"N",4,"A",2,40,3,3,"Y","N","E",2,1
"36396",1,11,6,1,"N","C","N","D",3,"L",10,1,"I","N",76,8,"N",18,"A",2,31,19,3,"Y","N","E",2,11
"36397",3,16,9,2,"N","A","Y","D",8,"B",10,1,"B","N",9,9,"Y",13,"A",2,31,1,3,"N","N","A",2,6
"36398",13,15,17,5,"B","I","N","E",12,"H",15,1,"J","N",71,9,"N",9,"A",4,37,20,1,"N","N","A",5,5
"36399",1,19,19,4,"N","C","N","D",12,"B",10,3,"I","N",26,15,"N",7,"A",1,40,22,7,"N","N","D",3,2
"36400",2,18,4,3,"W","I","Y","E",12,"J",10,1,"R","N",19,8,"N",6,"A",2,28,16,1,"Y","N","B",1,3
"36401",4,17,18,1,"N","A","Y","D",8,"B",15,1,"H","N",56,9,"Y",3,"B",1,40,3,2,"Y","N","E",1,1
"36403",7,6,6,2,"B","A","Y","D",3,"B",15,3,"B","N",63,8,"N",7,"A",2,25,22,7,"Y","N","E",4,3
"36404",3,6,5,4,"E","K","N","E",12,"H",15,1,"R","N",42,11,"Y",7,"A",4,34,21,6,"N","N","B",5,3
"36405",1,9,7,2,"N","C","N","D",2,"B",15,1,"I","N",60,13,"Y",10,"A",2,28,1,5,"Y","N","D",4,5
"36406",1,6,18,3,"B","A","Y","D",3,"B",20,3,"B","N",95,10,"N",18,"A",1,31,21,1,"Y","N","C",2,4
"36407",4,7,5,4,"N","A","Y","D",2,"B",5,1,"B","N",63,6,"N",6,"B",2,37,13,4,"N","N","A",2,1
"36408",1,7,16,5,"B","I","Y","E",3,"J",10,3,"R","N",56,10,"N",9,"A",3,28,8,1,"Y","N","D",5,5
"36409",4,19,12,1,"N","H","N","D",8,"B",15,1,"E","N",49,13,"Y",11,"B",3,40,14,1,"N","N","A",3,1
"36410",1,4,8,3,"N","A","N","D",12,"B",20,3,"B","N",46,6,"N",12,"A",2,34,1,5,"Y","N","E",2,4
"36411",5,14,18,4,"N","C","Y","D",7,"L",10,1,"I","Y",81,17,"N",6,"A",4,40,4,2,"Y","Y","C",5,3
"36412",1,8,14,5,"B","K","N","E",8,"H",15,2,"K","N",100,14,"N",16,"A",2,22,2,6,"Y","N","C",2,10
"36413",7,3,1,1,"N","C","Y","D",3,"L",20,1,"B","N",35,11,"Y",4,"B",1,40,19,4,"N","N","A",2,1
"36414",4,12,7,5,"C","C","Y","D",12,"L",5,1,"I","N",49,22,"N",9,"B",3,37,11,4,"Y","N","E",4,1
"36415",10,15,17,3,"B","H","N","D",12,"B",15,1,"A","N",33,15,"N",17,"A",1,40,8,7,"Y","N","D",1,8
"36416",7,19,19,4,"B","A","N","B",12,"B",10,1,"E","N",50,16,"N",7,"B",2,37,3,7,"N","N","A",4,1
"36417",7,12,4,3,"N","C","N","D",3,"L",20,1,"D","N",11,18,"N",3,"B",1,37,12,1,"N","N","A",1,1
"36418",1,8,3,2,"N","C","N","D",8,"B",15,1,"C","N",48,12,"Y",8,"C",1,37,17,3,"Y","N","E",1,1
"36419",7,8,11,3,"G","K","Y","E",8,"H",10,1,"R","N",96,12,"N",15,"A",1,40,18,6,"Y","N","E",1,8
"36420",1,8,11,8,"N","H","Y","D",8,"B",20,4,"C","N",65,15,"N",8,"A",2,31,17,6,"Y","N","D",4,2
"36421",2,5,17,2,"B","I","N","E",3,"H",10,1,"R","N",31,9,"Y",8,"A",2,37,17,4,"Y","N","C",2,7
"36422",14,16,15,1,"H","A","Y","D",12,"L",20,1,"I","N",37,8,"N",10,"A",2,37,21,2,"N","N","A",2,4
"36423",1,18,21,5,"N","C","N","D",12,"L",10,2,"I","Y",80,18,"N",7,"A",2,40,2,1,"Y","Y","C",2,5
"36424",1,10,5,2,"N","K","Y","E",8,"H",20,1,"R","N",20,14,"N",11,"A",5,37,15,4,"Y","N","E",6,2
"36425",1,10,3,2,"C","C","N","D",7,"L",15,1,"I","N",28,24,"N",4,"B",2,40,10,5,"Y","N","C",2,1
"36429",9,8,21,2,"N","K","Y","E",12,"H",10,1,"N","N",100,14,"Y",20,"C",2,31,1,6,"Y","N","E",2,5
"36430",1,4,7,5,"B","K","N","E",3,"H",10,3,"R","N",46,12,"Y",18,"C",1,40,16,6,"Y","N","E",1,1
"36431",6,7,13,6,"B","I","N","F",2,"J",20,1,"R","N",62,8,"N",10,"A",2,37,25,4,"Y","N","C",2,1
"36432",4,4,21,4,"E","H","N","D",8,"B",20,1,"I","N",74,16,"Y",6,"C",4,37,3,6,"Y","N","D",5,1
"36434",4,3,2,2,"N","B","Y","B",3,"B",15,1,"B","Y",81,9,"N",9,"A",2,37,17,4,"Y","Y","E",2,2
"36435",3,9,17,5,"B","H","Y","D",7,"B",15,2,"B","N",91,12,"Y",12,"A",3,37,16,6,"Y","N","E",3,5
"36436",1,8,20,3,"C","H","Y","D",7,"L",10,1,"A","N",65,17,"Y",16,"A",2,37,1,3,"Y","N","E",2,8
"36438",9,11,20,3,"N","K","N","E",8,"H",5,1,"K","N",40,13,"N",4,"C",2,34,12,6,"Y","N","E",5,1
"36439",4,11,21,4,"N","C","Y","D",7,"L",20,1,"E","N",35,18,"N",11,"A",3,37,16,6,"Y","N","C",3,9
"36440",16,15,17,3,"N","C","N","D",8,"B",15,3,"F","N",37,12,"N",13,"A",2,40,5,6,"Y","N","D",2,6
"36441",4,7,7,5,"N","A","Y","D",8,"B",10,1,"I","N",41,7,"N",13,"A",2,31,17,7,"Y","N","E",2,1
"36442",4,5,17,2,"W","A","Y","D",3,"B",20,2,"H","N",34,7,"Y",17,"A",2,40,8,5,"Y","N","E",2,5
"36443",1,7,13,2,"N","A","N","D",12,"B",20,3,"B","N",39,7,"Y",4,"A",2,31,16,6,"N","N","A",4,3
"36444",1,16,17,3,"B","I","N","E",3,"H",20,1,"L","N",4,9,"N",15,"A",1,34,21,3,"Y","N","E",1,12
"36445",1,1,15,1,"C","A","Y","C",8,"B",15,3,"B","N",36,26,"N",8,"A",2,40,21,5,"Y","N","C",6,3
"36446",1,4,5,4,"N","A","N","D",2,"B",10,1,"C","N",81,6,"Y",18,"A",1,37,16,7,"Y","N","E",1,4
"36447",7,2,19,2,"C","A","N","C",12,"B",20,3,"I","N",52,21,"N",7,"A",2,37,23,6,"Y","N","E",2,5
"36448",5,8,17,4,"W","A","N","D",12,"B",20,1,"I","N",90,14,"N",13,"A",3,37,10,1,"Y","N","E",4,9
"36449",1,9,5,3,"G","H","N","B",3,"B",20,1,"F","N",60,15,"N",16,"A",2,37,4,6,"Y","N","E",2,4
"36450",1,19,22,4,"E","H","Y","D",7,"A",20,1,"D","N",80,27,"N",6,"B",2,31,10,3,"N","N","A",4,1
"36451",7,16,17,1,"N","K","Y","E",8,"I",5,1,"M","N",78,13,"N",12,"A",2,37,1,3,"Y","N","E",2,11
"36452",4,4,7,1,"N","A","Y","D",12,"L",20,3,"B","Y",88,8,"N",5,"A",2,31,17,6,"Y","Y","D",2,2
"36453",3,18,18,4,"E","C","N","D",3,"B",20,1,"I","N",40,10,"N",14,"A",1,34,2,7,"N","N","A",1,4
"36454",4,11,13,3,"N","C","N","D",12,"L",20,1,"I","N",22,20,"Y",11,"A",3,34,6,7,"Y","N","E",4,4
"36455",1,17,3,2,"N","A","Y","D",12,"B",10,3,"B","N",46,8,"N",17,"A",1,22,16,6,"N","N","A",1,2
"36456",1,18,1,1,"N","H","N","D",7,"B",5,1,"B","Y",54,15,"N",5,"A",2,40,2,4,"Y","Y","E",2,6
"36457",1,5,8,5,"E","A","N","D",3,"B",10,3,"B","N",55,9,"Y",9,"A",3,31,17,6,"Y","N","D",5,6
"36458",1,1,10,1,"C","A","Y","D",7,"B",10,3,"B","N",26,17,"N",10,"A",2,37,21,7,"N","N","E",5,6
"36459",6,6,2,2,"N","B","Y","D",8,"B",10,3,"I","N",36,8,"Y",4,"B",2,34,2,6,"Y","N","C",2,1
"36461",2,5,13,2,"E","A","N","D",3,"B",10,3,"B","Y",87,10,"N",5,"A",2,34,16,4,"Y","Y","E",4,3
"36462",4,14,22,2,"B","H","N","D",3,"E",15,3,"I","N",82,18,"Y",15,"A",2,28,1,4,"Y","N","C",2,2
"36463",1,9,19,5,"B","H","N","D",12,"B",10,1,"A","Y",62,10,"Y",13,"A",2,40,2,6,"Y","Y","E",4,2
"36464",9,11,18,2,"N","K","Y","E",3,"I",20,3,"R","N",77,10,"N",10,"C",1,22,19,5,"Y","N","D",1,1
"36465",5,8,15,2,"N","C","N","B",8,"L",10,1,"B","N",80,13,"N",4,"A",2,34,12,3,"Y","N","E",3,2
"36466",7,8,10,4,"N","H","N","B",12,"B",20,1,"F","N",43,19,"N",3,"B",2,31,5,6,"N","N","A",2,1
"36467",5,6,17,3,"B","A","N","D",12,"A",5,3,"B","N",71,9,"N",10,"A",1,34,5,6,"Y","N","D",2,6
"36468",6,18,10,7,"W","A","Y","D",7,"B",20,1,"B","N",7,8,"Y",8,"C",2,31,2,4,"Y","N","E",1,1
"36469",12,12,17,5,"B","H","Y","D",8,"B",15,1,"A","N",36,14,"N",10,"A",2,31,16,1,"N","N","D",4,5
"36470",9,9,7,5,"N","K","Y","E",12,"H",20,1,"O","N",40,16,"N",12,"A",2,28,15,1,"N","N","A",2,5
"36471",6,17,18,2,"B","I","N","G",8,"J",10,2,"P","N",42,9,"Y",6,"A",2,37,1,4,"N","N","D",3,2
"36472",1,5,17,4,"C","K","N","F",12,"H",10,2,"M","N",61,8,"N",7,"A",2,37,24,4,"N","N","A",2,4
"36473",2,3,16,2,"N","H","N","E",3,"H",10,1,"M","N",51,11,"Y",4,"B",2,25,20,3,"N","N","A",3,1
"36475",1,17,13,2,"N","H","Y","E",12,"H",15,1,"K","N",50,7,"N",6,"B",2,37,2,4,"N","N","A",6,1
"36476",2,7,4,3,"N","K","N","F",12,"J",20,1,"N","N",93,8,"Y",8,"A",2,40,19,7,"Y","N","E",5,4
"36477",2,19,19,4,"N","K","Y","E",8,"H",15,1,"J","N",81,8,"N",16,"A",1,31,21,7,"N","N","A",1,12
"36478",10,19,23,3,"B","C","N","D",3,"A",15,1,"I","N",26,20,"N",12,"A",1,40,11,3,"N","N","A",1,4
"36479",3,6,17,2,"B","A","N","D",3,"B",10,3,"I","N",51,9,"Y",7,"A",1,40,15,7,"Y","N","E",1,2
"36480",3,6,15,1,"B","A","Y","D",7,"B",15,1,"I","Y",10,7,"N",13,"A",1,22,1,6,"Y","Y","E",1,1
"36481",1,3,19,3,"B","A","Y","D",8,"L",15,3,"E","N",60,18,"Y",4,"B",1,22,17,1,"N","N","A",1,1
"36482",1,6,9,5,"B","A","Y","D",3,"B",10,3,"B","N",60,6,"N",9,"A",2,40,19,7,"Y","N","E",2,1
"36483",4,8,3,2,"E","B","N","D",8,"B",10,1,"B","N",18,15,"N",4,"A",1,40,16,6,"N","N","A",1,1
"36485",1,12,24,2,"N","C","N","D",8,"E",10,1,"I","N",53,13,"N",11,"B",3,40,6,3,"Y","N","D",3,1
"36486",5,8,18,4,"N","H","Y","D",3,"B",20,1,"D","Y",56,13,"N",10,"C",2,28,11,6,"Y","Y","E",4,1
"36487",2,7,6,4,"N","A","Y","D",12,"B",15,1,"I","N",79,7,"N",8,"A",1,34,16,7,"N","N","A",1,4
"36488",5,2,6,4,"N","B","Y","B",12,"L",20,1,"A","N",43,19,"Y",5,"B",2,28,2,7,"N","N","A",2,1
"36489",1,15,8,3,"N","K","N","E",7,"J",20,1,"R","N",73,16,"Y",15,"A",2,40,17,4,"Y","N","E",2,6
"36490",8,13,20,5,"N","K","N","E",12,"J",10,1,"K","N",81,18,"N",8,"A",2,37,18,3,"Y","N","E",4,6
"36492",6,7,12,1,"C","K","Y","E",8,"J",15,1,"M","N",21,6,"N",18,"A",1,37,2,4,"N","N","A",1,8
"36493",1,5,7,5,"C","A","N","D",12,"B",15,1,"B","Y",62,8,"Y",13,"C",2,37,15,4,"Y","Y","E",2,1
"36494",5,15,23,2,"N","H","N","D",7,"B",15,1,"I","N",80,10,"Y",14,"A",1,40,14,6,"N","N","C",1,3
"36495",2,12,1,1,"N","C","N","B",3,"B",15,1,"A","N",50,9,"Y",6,"A",1,31,25,2,"Y","N","E",1,1
"36497",1,7,3,2,"B","A","Y","D",3,"B",15,1,"B","Y",80,8,"N",17,"A",2,40,17,6,"Y","Y","E",2,3
"36498",2,4,9,6,"N","K","Y","E",12,"H",5,1,"K","N",42,8,"N",20,"A",3,34,1,4,"Y","N","D",3,5
"36499",2,18,3,2,"N","H","N","E",12,"H",10,1,"N","N",26,8,"Y",13,"B",2,22,6,5,"N","N","A",3,1
